400.248140	0.279870	0.619573	0.272968	0.644681	0.263888	0.664398	0.253315	0.679287	0.242153	0.689814	0.231496	0.696338	0.222565	0.699097	0.216598	0.698214	0.214711	0.693701	0.217746	0.685453	0.226145	0.673255	0.239892	0.656774	0.258536	0.635562	0.281292	0.609060	0.307186	0.576614	0.335208	0.537523	0.364434	0.491125	0.394109	0.436967	0.423686	0.375086	0.452826	0.306425	0.481379	0.233385
400.746060	0.279001	0.623550	0.271821	0.647325	0.262576	0.665845	0.251989	0.679645	0.240993	0.689155	0.230700	0.694700	0.222330	0.696482	0.217095	0.694589	0.216057	0.688994	0.219981	0.679557	0.229222	0.666017	0.243681	0.647994	0.262842	0.624992	0.285885	0.596398	0.311832	0.561515	0.339691	0.519616	0.368574	0.470061	0.397773	0.412510	0.426781	0.347264	0.455298	0.275769	0.483208	0.201221
401.243900	0.278138	0.627214	0.270694	0.649689	0.261304	0.667039	0.250725	0.679765	0.239918	0.688266	0.230010	0.692829	0.222215	0.693623	0.217714	0.690699	0.217514	0.683993	0.222300	0.673322	0.232342	0.658384	0.247462	0.638749	0.267086	0.613873	0.290365	0.583091	0.316317	0.545669	0.343977	0.500872	0.372492	0.448112	0.401196	0.387219	0.429626	0.318851	0.457517	0.245078	0.484784	0.170011
401.741610	0.277281	0.630553	0.269588	0.651763	0.260073	0.667969	0.249526	0.679639	0.238932	0.687139	0.229431	0.690718	0.222225	0.690512	0.218462	0.686535	0.219086	0.678684	0.224706	0.666736	0.235508	0.650341	0.251236	0.629023	0.271266	0.602184	0.294725	0.569113	0.320636	0.529047	0.348058	0.481256	0.376178	0.425241	0.404370	0.361061	0.432210	0.289827	0.459472	0.214355	0.486097	0.139798
402.239230	0.276425	0.633599	0.268499	0.653574	0.258878	0.668657	0.248383	0.679283	0.238024	0.685783	0.228947	0.688373	0.222340	0.687152	0.219313	0.682096	0.220747	0.673065	0.227171	0.659792	0.238689	0.641880	0.254977	0.618805	0.275363	0.589918	0.298955	0.554468	0.324786	0.511671	0.351940	0.460832	0.379643	0.401588	0.407309	0.334306	0.434553	0.260659	0.461182	0.184332	0.487165	0.111566
402.736760	0.275572	0.636330	0.267427	0.655102	0.257720	0.669083	0.247302	0.678677	0.237201	0.684181	0.228566	0.685776	0.222570	0.683522	0.220276	0.677362	0.222502	0.667112	0.229698	0.652462	0.241888	0.632969	0.258682	0.608058	0.279370	0.577029	0.303045	0.539100	0.328753	0.493478	0.355606	0.439533	0.382868	0.377090	0.409993	0.306906	0.436634	0.231339	0.462628	0.155064	0.487970	0.085474
403.234160	0.274718	0.638791	0.266371	0.656383	0.256598	0.669279	0.246275	0.677849	0.236451	0.682355	0.228274	0.682944	0.222893	0.679638	0.221328	0.672344	0.224326	0.660835	0.232262	0.644757	0.245082	0.623618	0.262338	0.596794	0.283282	0.563542	0.306999	0.523051	0.332549	0.474545	0.359076	0.417496	0.385879	0.351984	0.412452	0.279256	0.438484	0.202463	0.463841	0.127346	0.488543	0.062363
403.731480	0.273864	0.640947	0.265332	0.657388	0.255513	0.669215	0.245310	0.676769	0.235784	0.680276	0.228080	0.679846	0.223322	0.675468	0.222478	0.667006	0.226228	0.654193	0.234869	0.636628	0.248273	0.613771	0.265938	0.584949	0.287087	0.549379	0.310800	0.506233	0.336154	0.454777	0.362325	0.394626	0.388650	0.326191	0.414659	0.251320	0.440076	0.174085	0.464792	0.101365	0.488854	0.042599
404.228670	0.273009	0.642852	0.264307	0.658160	0.254461	0.668930	0.244396	0.675470	0.235185	0.677972	0.227964	0.676511	0.223831	0.671036	0.223699	0.661374	0.228180	0.647213	0.237492	0.628106	0.251441	0.603465	0.269473	0.572570	0.290785	0.534605	0.314458	0.488742	0.339588	0.434318	0.365382	0.371151	0.391214	0.300062	0.416650	0.223606	0.441446	0.146857	0.465521	0.077801	0.488943	0.026597
404.725770	0.272152	0.644462	0.263299	0.658659	0.253447	0.668386	0.243542	0.673915	0.234664	0.675406	0.227942	0.672895	0.224435	0.666297	0.225004	0.655394	0.230189	0.639834	0.240136	0.619121	0.254584	0.592617	0.272933	0.559561	0.294360	0.519110	0.317951	0.470458	0.342822	0.413047	0.368213	0.346961	0.393535	0.273534	0.418388	0.196148	0.442557	0.120977	0.465990	0.057071	0.488770	0.015010
405.222780	0.271293	0.645837	0.262305	0.658937	0.252463	0.667627	0.242736	0.672145	0.234206	0.672615	0.227989	0.669039	0.225108	0.661290	0.226366	0.649111	0.232233	0.632104	0.242782	0.609726	0.257689	0.581293	0.276316	0.546004	0.297822	0.503007	0.321299	0.451534	0.345887	0.391182	0.370858	0.322370	0.395657	0.247036	0.419919	0.169483	0.443459	0.096987	0.466246	0.039479	0.488385	0.007551
405.719670	0.270432	0.646922	0.261327	0.658945	0.251518	0.666607	0.241989	0.670112	0.233826	0.669550	0.228123	0.664885	0.225866	0.655952	0.227798	0.642452	0.234318	0.623940	0.245428	0.599826	0.260749	0.569382	0.279607	0.531775	0.301146	0.486153	0.324471	0.431823	0.348745	0.368585	0.373273	0.297283	0.397535	0.220578	0.421198	0.143795	0.444103	0.075322	0.466242	0.025749	0.487739	0.005175
406.216430	0.269572	0.647789	0.260365	0.658745	0.250606	0.665382	0.241291	0.667870	0.233505	0.666263	0.228322	0.660489	0.226685	0.650343	0.229276	0.635482	0.236424	0.615416	0.248064	0.589509	0.263764	0.556990	0.282815	0.517003	0.304356	0.468718	0.327501	0.411547	0.351441	0.345553	0.375512	0.272086	0.399227	0.194616	0.422284	0.119529	0.444550	0.056212	0.466040	0.015582	0.486892	0.006797
406.713130	0.268713	0.648375	0.259425	0.658278	0.249736	0.663893	0.240655	0.665358	0.233262	0.662690	0.228605	0.655780	0.227582	0.644382	0.230813	0.628109	0.238559	0.606425	0.250688	0.578648	0.266719	0.543972	0.285919	0.501527	0.307419	0.450527	0.330350	0.390537	0.353928	0.321955	0.377522	0.246742	0.400677	0.169292	0.423121	0.097101	0.444744	0.040405	0.465581	0.010026	0.485787	0.013598
407.209720	0.267849	0.648752	0.258494	0.657607	0.248892	0.662201	0.240058	0.662634	0.233066	0.658891	0.228937	0.650820	0.228522	0.638137	0.232377	0.620411	0.240696	0.597058	0.253283	0.567355	0.269613	0.530463	0.288929	0.485516	0.310360	0.431796	0.333053	0.369065	0.356253	0.298129	0.379357	0.221638	0.401944	0.144971	0.423769	0.076677	0.444745	0.027601	0.464927	0.008056	0.484485	0.023822
407.706180	0.266977	0.648840	0.257576	0.656659	0.248081	0.660230	0.239513	0.659622	0.232935	0.654780	0.229339	0.645517	0.229522	0.631504	0.233978	0.612266	0.242835	0.587175	0.255839	0.555468	0.272424	0.516283	0.291811	0.468773	0.313136	0.412325	0.335559	0.346962	0.358355	0.273989	0.380953	0.196862	0.402960	0.122020	0.424158	0.058995	0.444484	0.018900	0.464007	0.010988	0.482915	0.038725
408.202550	0.266103	0.648733	0.256670	0.655518	0.247296	0.658063	0.239006	0.656402	0.232849	0.650444	0.229784	0.639962	0.230557	0.624585	0.235598	0.603792	0.244968	0.576914	0.258360	0.543149	0.275169	0.501625	0.294599	0.451532	0.315792	0.392399	0.337926	0.324562	0.360303	0.249901	0.382384	0.172746	0.403805	0.100587	0.424372	0.043776	0.444043	0.013351	0.462906	0.017143	0.481159	0.056200
408.698820	0.265225	0.648342	0.255782	0.654097	0.246549	0.655611	0.238554	0.652882	0.232829	0.645781	0.230294	0.634041	0.231643	0.617249	0.237244	0.594840	0.247093	0.566101	0.260830	0.530203	0.277819	0.486272	0.297251	0.433568	0.318276	0.371809	0.340092	0.301730	0.362029	0.225888	0.383578	0.149585	0.404402	0.081355	0.424331	0.032127	0.443342	0.012370	0.461540	0.027971	0.479135	0.077405
409.194980	0.264345	0.647763	0.254904	0.652490	0.245825	0.652966	0.238135	0.649155	0.232845	0.640890	0.230840	0.627864	0.232755	0.609620	0.238897	0.585551	0.249200	0.554904	0.263256	0.516827	0.280397	0.470461	0.299807	0.415160	0.320642	0.350877	0.342124	0.278805	0.363608	0.202251	0.384615	0.127513	0.404836	0.064074	0.424123	0.023175	0.442471	0.014362	0.460000	0.041379	0.476932	0.100267
409.691040	0.263459	0.646896	0.254041	0.650594	0.245136	0.650022	0.237767	0.645108	0.232920	0.635646	0.231439	0.621290	0.233906	0.601538	0.240561	0.575742	0.251282	0.543113	0.265615	0.502786	0.282866	0.453940	0.302215	0.396064	0.322826	0.329411	0.343947	0.255733	0.364959	0.179191	0.385411	0.107118	0.405018	0.049802	0.423656	0.018386	0.441335	0.020942	0.458191	0.058772	0.474456	0.125689
410.186980	0.262569	0.645850	0.253187	0.648517	0.244468	0.646887	0.237426	0.640854	0.233026	0.630173	0.232066	0.614456	0.235071	0.593159	0.242222	0.565594	0.253338	0.530941	0.267923	0.488332	0.285260	0.437002	0.304525	0.376607	0.324895	0.307757	0.345641	0.232823	0.366170	0.156863	0.386059	0.088210	0.405047	0.037768	0.423031	0.016264	0.440038	0.030045	0.456216	0.077979	0.471809	0.151947
410.682830	0.261673	0.644510	0.252348	0.646140	0.243833	0.643437	0.237133	0.636259	0.233184	0.624321	0.232738	0.607193	0.236264	0.584290	0.243880	0.554886	0.255352	0.518138	0.270148	0.473191	0.287530	0.419369	0.306674	0.356551	0.326774	0.285788	0.347119	0.210172	0.367148	0.135738	0.386461	0.071751	0.404822	0.029425	0.422145	0.018548	0.438474	0.043315	0.453967	0.100188	0.468880	0.179589
411.178590	0.260777	0.643001	0.251520	0.643589	0.243220	0.639802	0.236868	0.631460	0.233371	0.618241	0.233433	0.599671	0.237467	0.575126	0.245531	0.543844	0.257339	0.504966	0.272322	0.457665	0.289727	0.401378	0.308732	0.336248	0.328544	0.263821	0.348478	0.187965	0.367997	0.115689	0.386727	0.057080	0.404455	0.023402	0.421113	0.023226	0.436760	0.058503	0.451565	0.123477	0.465793	0.207439
411.674220	0.259881	0.641193	0.250714	0.640729	0.242645	0.635838	0.236653	0.626301	0.233609	0.611756	0.234170	0.591690	0.238689	0.565439	0.247170	0.532209	0.259275	0.491140	0.274406	0.441456	0.291796	0.382751	0.310627	0.315506	0.330122	0.241858	0.349623	0.166544	0.368616	0.097550	0.386752	0.045580	0.403838	0.021496	0.419824	0.032156	0.434780	0.077096	0.448889	0.148686	0.462424	0.235659
412.169770	0.258981	0.639222	0.249914	0.637699	0.242086	0.631690	0.236457	0.620938	0.233866	0.605042	0.234919	0.583449	0.239913	0.555456	0.248791	0.520246	0.261174	0.476963	0.276432	0.424902	0.293788	0.363846	0.312427	0.294657	0.331594	0.220115	0.350651	0.145853	0.369110	0.080778	0.386645	0.036023	0.403085	0.021781	0.418394	0.043025	0.432657	0.096963	0.446065	0.174360	0.458900	0.263654
412.665190	0.258074	0.636935	0.249127	0.634339	0.241556	0.627186	0.236301	0.615183	0.234161	0.597888	0.235694	0.574708	0.241137	0.544908	0.250380	0.507653	0.263003	0.462113	0.278348	0.407687	0.295631	0.344407	0.314049	0.273601	0.332860	0.198794	0.351452	0.126562	0.369362	0.066626	0.386287	0.030190	0.402071	0.026267	0.416696	0.057617	0.430257	0.119274	0.442955	0.200925	0.455081	0.291219
413.160520	0.257164	0.634492	0.248347	0.630812	0.241040	0.622502	0.236161	0.609227	0.234472	0.590506	0.236476	0.565710	0.242356	0.534071	0.251948	0.494746	0.264791	0.446942	0.280205	0.390185	0.297400	0.324791	0.315580	0.252603	0.334026	0.177925	0.352144	0.108264	0.369499	0.054033	0.385807	0.026284	0.400931	0.032638	0.414867	0.073621	0.427723	0.142289	0.439707	0.227512	0.451117	0.318316
413.655730	0.256249	0.631720	0.247581	0.626938	0.240553	0.617438	0.236057	0.602848	0.234813	0.582649	0.237274	0.556174	0.243565	0.522632	0.253472	0.481183	0.266498	0.431100	0.281942	0.372083	0.299013	0.304806	0.316926	0.231723	0.334981	0.157995	0.352608	0.092031	0.369393	0.044687	0.385073	0.026396	0.399528	0.042944	0.412768	0.092573	0.424908	0.166773	0.436167	0.254146	0.446849	0.344440
414.150880	0.255332	0.628799	0.246822	0.622904	0.240080	0.612198	0.235968	0.596273	0.235167	0.574571	0.238076	0.546390	0.244765	0.510919	0.254972	0.467332	0.268164	0.414982	0.283623	0.353774	0.300555	0.284774	0.318189	0.211087	0.335843	0.138745	0.352970	0.076993	0.369180	0.036966	0.384227	0.028259	0.398010	0.054724	0.410549	0.112421	0.421970	0.191507	0.432499	0.280514	0.442447	0.369982
