wavelength_nm,m11,m12,m13,m14,m21,m22,m23,m24,m31,m32,m33,m34,m41,m42,m43,m44,M00_transmission
409.19498,1.0,-0.025316881228567432,0.03110484475373566,-0.026318313650232704,-0.045674390002044166,0.0675190891879906,0.7233904028190103,-0.680734321807646,-0.0010384097846313307,0.6168738944033072,0.622049620087896,0.5523455367578839,0.04088307331657049,0.7970933922012493,-0.43585882754085636,-0.4368778712715821,0.7902821676329422
409.69104,1.0,-0.004330017193087062,0.018017098674333654,-0.016660283702391847,0.009249953257849951,0.017643518360299384,0.7409814842762424,-0.6826783163591504,-0.033473313598204144,0.5893231905336144,0.6526890071573149,0.526393819057778,0.022611059005979612,0.8243903944661066,-0.44211465082894025,-0.41944605374268273,0.7911649662974511
410.18698,1.0,-0.014209237439601183,-0.015219477591017397,-2.3665749014233914e-05,0.028199527514505805,-0.08270700778271681,0.7802629140780619,-0.7411758380005928,0.019919169499038054,0.6599060202046317,0.6556389251724554,0.46745555480961315,-0.016210405049959912,0.8782372657482246,-0.4595650953073584,-0.39462611300318223,0.8018446856980088
410.68283,1.0,-0.027856935340502206,-0.0015094020745087399,-0.00794542736855635,-0.009523768834230732,-0.03229885221885595,0.7179096050400103,-0.7189737314051089,0.049001709412373015,0.6775953750897084,0.5987713831388952,0.5147858195024296,-0.005412610709639038,0.7860776745659874,-0.5264084744156897,-0.4061877329366749,0.8103633575687197
411.17859,1.0,-0.02575766742648725,-0.0011098835214678963,0.008881855613038135,0.008056092272579547,-0.0230232618242989,0.6383863733154727,-0.8122319289253089,0.0279416767273614,0.7355015358226731,0.5914047765777544,0.48096684322834754,0.0003705950289373309,0.8071340039909969,-0.4876200539544011,-0.5187900535451687,0.8005527728031318
411.67422,1.0,-0.015497973968953116,0.05115018151460092,0.042694281712087875,-0.006609917040682953,0.014244601599160783,0.7271191574220389,-0.8061988676191335,-0.004640471639864358,0.6744471346620479,0.5654578558620803,0.4061683615274043,0.010273313954312665,0.818631779763451,-0.5423458417640008,-0.3880205738660245,0.8150421265109477
412.16977,1.0,0.015530289563534696,0.017204967908619005,0.015999233759314026,-0.0008251100229821656,-0.0607258856143912,0.7595688333168312,-0.7188882400911253,0.009642592351533507,0.5999880010574201,0.6174371480040427,0.4154175735844933,-0.0017431608757704168,0.8502653504359697,-0.5583555898236177,-0.4316298491225371,0.8198223923783062
412.66519,1.0,0.006295627771275173,0.031064669919047234,0.012938551740300381,0.01555260196434949,-0.04157268623701421,0.667025193331601,-0.7063089746209082,-0.00392559617014129,0.6244167518964806,0.5822937186283995,0.437370210320435,-0.0012833645565628166,0.7820702059384318,-0.5212636423213826,-0.4882006718597946,0.812014667909166
413.16052,1.0,0.000543428426508133,0.012080524300118495,-0.002571907018265054,0.00399854050857069,-0.06115031316501837,0.6545380196043841,-0.7391155455587681,-0.028496059709539338,0.705745119849248,0.6114925029484399,0.5290859032620915,0.02387668104281423,0.8254534609037882,-0.5041576252559331,-0.4137936933644724,0.8108828507138002
413.65573,1.0,0.002296490868016271,0.017792069350425935,-0.016303058152494533,0.0015182526022630442,-0.013431109008241066,0.7356358259847441,-0.750637150341475,-0.002971471074591007,0.62023546884925,0.6558846329283068,0.4947496240526478,0.002101655115716742,0.8861796500284503,-0.5473252512123283,-0.3210800294204379,0.8040211076084558
414.15088,1.0,0.00492798027337604,0.034260780480312496,0.02536175934447366,0.013455617047190687,0.028052277531661174,0.6935119814302148,-0.7750792896065378,-0.02229421719627706,0.6553417579741319,0.6769965758109854,0.5624273260957001,0.0024976327248856446,0.8973462388024384,-0.5600814605645468,-0.4116814136648623,0.7954693393537077
414.64587,1.0,0.0033706588650113025,0.012838965393344351,0.023456458579217476,-0.015516221247878338,0.011457037814180502,0.714159715386394,-0.758662307850191,-0.0039809197872521795,0.6645325632436646,0.6427332603854506,0.486467900340596,-0.01158853556651107,0.8755506090197088,-0.5294502070669469,-0.32938808699201705,0.8039289103486095
